1.00000e+00,2.00000e+00,0.00000e+00,0.00000e+00,2.00100e+03,2.00100e+03,2.00100e+03,2.00100e+03,2.00100e+03,2.00100e+03,2.00100e+03,2.00100e+03,2.00100e+03,2.00100e+03,2.00100e+03,2.00100e+03,2.00200e+03,2.00200e+03,2.00200e+03,2.00200e+03,2.00200e+03,2.00200e+03,2.00200e+03,2.00200e+03,2.00200e+03,2.00200e+03,2.00200e+03,2.00200e+03,2.00300e+03,2.00300e+03,2.00300e+03,2.00300e+03,2.00300e+03,2.00300e+03,2.00300e+03,2.00300e+03,2.00300e+03,2.00300e+03,2.00300e+03,2.00300e+03
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,2.00000e+00,3.00000e+00,4.00000e+00,5.00000e+00,6.00000e+00,7.00000e+00,8.00000e+00,9.00000e+00,1.00000e+01,1.10000e+01,1.20000e+01,1.00000e+00,2.00000e+00,3.00000e+00,4.00000e+00,5.00000e+00,6.00000e+00,7.00000e+00,8.00000e+00,9.00000e+00,1.00000e+01,1.10000e+01,1.20000e+01,1.00000e+00,2.00000e+00,3.00000e+00,4.00000e+00,5.00000e+00,6.00000e+00,7.00000e+00,8.00000e+00,9.00000e+00,1.00000e+01,1.10000e+01,1.20000e+01
8.70000e+01,1.14000e+02,2.50000e+00,-6.55000e+01,6.00000e+00,1.50000e+01,1.10000e+01,2.90000e+01,1.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.30000e+01,5.90000e+01,5.00000e+00,1.20000e+01,0.00000e+00,2.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.00000e+00,2.30000e+01,8.00000e+00,6.00000e+00,0.00000e+00,2.20000e+01,3.00000e+00,1.30000e+01,3.20000e+01,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
8.90000e+01,1.18000e+02,5.00000e-01,-6.15000e+01,0.00000e+00,0.00000e+00,5.60000e+01,4.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.70000e+01,0.00000e+00,3.00000e+00,0.00000e+00,0.00000e+00,2.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,5.00000e+00,1.90000e+01,2.10000e+01,1.15000e+02,2.30000e+01,2.00000e+00,1.00000e+00,0.00000e+00,4.00000e+00,6.50000e+01,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00
9.20000e+01,1.12000e+02,-2.50000e+00,-6.75000e+01,1.00000e+00,0.00000e+00,1.16000e+02,0.00000e+00,1.00000e+00,0.00000e+00,1.00000e+00,5.00000e+00,1.66000e+02,3.00000e+01,0.00000e+00,1.00000e+00,1.91000e+02,1.30000e+01,0.00000e+00,0.00000e+00,1.00000e+00,0.00000e+00,1.00000e+00,1.00000e+00,1.00000e+00,6.10000e+01,2.00000e+00,1.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.70000e+01,3.60000e+01,2.60000e+01,3.30000e+01,4.00000e+00
9.30000e+01,1.07000e+02,-3.50000e+00,-7.25000e+01,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.60000e+01,4.00000e+00,5.48000e+02,1.40000e+01,3.90000e+01,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,7.00000e+00,7.90000e+01,1.92000e+02,1.00000e+00,6.00000e+00,3.00000e+00,2.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,6.00000e+00,2.60000e+01,1.20000e+01,6.00000e+00
9.30000e+01,1.16000e+02,-3.50000e+00,-6.35000e+01,0.00000e+00,0.00000e+00,1.90000e+01,0.00000e+00,2.00000e+00,0.00000e+00,5.00000e+00,1.00000e+00,1.90000e+01,4.00000e+00,7.00000e+00,0.00000e+00,0.00000e+00,4.50000e+01,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,2.00000e+00,5.00000e+00,1.50000e+01,2.20000e+01,2.00000e+00,3.80000e+01,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.50000e+01,9.00000e+00,4.10000e+01,2.56000e+02,6.00000e+01,0.00000e+00
9.30000e+01,1.21000e+02,-3.50000e+00,-5.85000e+01,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,3.00000e+00,1.50000e+01,1.80000e+01,2.00000e+01,4.60000e+01,4.30000e+01,1.17000e+02,0.00000e+00,0.00000e+00,0.00000e+00,9.00000e+00,3.50000e+01,1.70000e+01,1.00000e+00,7.10000e+01,5.00000e+00,9.00000e+00,2.10000e+01,0.00000e+00,0.00000e+00,0.00000e+00,1.00000e+00,8.00000e+00,1.40000e+01,2.20000e+01,2.00000e+00,3.10000e+01,8.90000e+01,6.40000e+01
9.60000e+01,1.20000e+02,-6.50000e+00,-5.95000e+01,6.00000e+00,0.00000e+00,0.00000e+00,1.30000e+01,6.00000e+00,5.00000e+01,4.30000e+01,5.00000e+00,0.00000e+00,1.02000e+02,2.80000e+01,1.03000e+02,1.00000e+00,4.00000e+01,0.00000e+00,1.80000e+01,3.40000e+01,1.70000e+01,2.00000e+01,5.00000e+00,1.14000e+02,6.60000e+01,3.00000e+01,5.20000e+01,1.05000e+02,1.30000e+01,0.00000e+00,0.00000e+00,1.60000e+01,8.20000e+01,0.00000e+00,1.00000e+02,1.30000e+01,8.20000e+01,5.00000e+02,2.60000e+01
9.60000e+01,1.26000e+02,-6.50000e+00,-5.35000e+01,9.00000e+00,0.00000e+00,0.00000e+00,1.30000e+01,9.70000e+01,1.08000e+02,2.69000e+02,5.00000e+00,4.00000e+01,7.60000e+01,2.40000e+01,4.30000e+01,4.60000e+01,1.00000e+00,1.70000e+01,2.20000e+01,8.00000e+00,3.41000e+02,2.70000e+01,2.00000e+00,6.00000e+00,3.70000e+01,2.00000e+00,1.80000e+01,6.00000e+00,2.00000e+00,0.00000e+00,1.00000e+00,7.20000e+01,4.40000e+01,3.00000e+00,3.40000e+01,6.00000e+00,1.48000e+02,7.00000e+00,1.30000e+01
